Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,JAN THRU MAR,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,330,
SURVEY,2020,JAN THRU MAR,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,JAN THRU MAR,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"30,000",
SURVEY,2020,JAN THRU MAR,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,JAN THRU MAR,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"14,500",
SURVEY,2020,JAN THRU MAR,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,12,
SURVEY,2020,JAN THRU MAR,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,JAN THRU MAR,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,JAN THRU MAR,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"18,500",
SURVEY,2020,JAN THRU MAR,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,JAN THRU MAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2020,JAN THRU MAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,16,
SURVEY,2020,JAN THRU MAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2020,JAN THRU MAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,14,
SURVEY,2020,JAN THRU MAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2020,JAN THRU MAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,JAN THRU MAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,750,
SURVEY,2020,JAN THRU MAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,JAN THRU MAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,JAN THRU MAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,JAN THRU MAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,800",
SURVEY,2020,JAN THRU MAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,JAN THRU MAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,130,
SURVEY,2020,JAN THRU MAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,JAN THRU MAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,640,
SURVEY,2020,JAN THRU MAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,JAN THRU MAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,350,
SURVEY,2020,JAN THRU MAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,JAN THRU MAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2020,JAN THRU MAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,9,
SURVEY,2020,JAN THRU MAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,000",
SURVEY,2020,JAN THRU MAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,2,
SURVEY,2020,JAN THRU MAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2020,JAN THRU MAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,JAN THRU MAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2020,JAN THRU MAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,25,
SURVEY,2020,JAN THRU MAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,150,
SURVEY,2020,JAN THRU MAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED, (Z),
SURVEY,2020,JAN THRU MAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,670,
SURVEY,2020,JAN THRU MAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,JAN THRU MAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,250,
SURVEY,2020,JAN THRU MAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,JAN THRU MAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,40,
SURVEY,2020,JAN THRU MAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,JAN THRU MAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,700",
SURVEY,2020,JAN THRU MAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,JAN THRU MAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,200",
SURVEY,2020,JAN THRU MAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,JAN THRU MAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2020,JAN THRU MAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,JAN THRU MAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"5,500",
SURVEY,2020,JAN THRU MAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,28,
SURVEY,2020,JAN THRU MAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,700,
SURVEY,2020,JAN THRU MAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,JAN THRU MAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,800",
SURVEY,2020,JAN THRU MAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,JAN THRU MAR,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,440,
SURVEY,2020,JAN THRU MAR,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,JAN THRU MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,000",
SURVEY,2020,JAN THRU MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,800,
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,JAN THRU MAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,JAN THRU MAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,JAN THRU MAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"35,000",
SURVEY,2020,JAN THRU MAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,JAN THRU MAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,400,
SURVEY,2020,JAN THRU MAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,2,
SURVEY,2020,JAN THRU MAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,520,
SURVEY,2020,JAN THRU MAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,7,
SURVEY,2020,JAN THRU MAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,100",
SURVEY,2020,JAN THRU MAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,16,
SURVEY,2020,JAN THRU MAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,JAN THRU MAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,2,
SURVEY,2020,JAN THRU MAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,100",
SURVEY,2020,JAN THRU MAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,14,
SURVEY,2020,JAN THRU MAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,JAN THRU MAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,JAN THRU MAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,140,
SURVEY,2020,JAN THRU MAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,APR THRU JUN,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2020,APR THRU JUN,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,48,
SURVEY,2020,APR THRU JUN,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2020,APR THRU JUN,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,5,
SURVEY,2020,APR THRU JUN,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,900",
SURVEY,2020,APR THRU JUN,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,APR THRU JUN,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"74,000",
SURVEY,2020,APR THRU JUN,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2020,APR THRU JUN,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,30,
SURVEY,2020,APR THRU JUN,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,1,
SURVEY,2020,APR THRU JUN,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"39,000",
SURVEY,2020,APR THRU JUN,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,12,
SURVEY,2020,APR THRU JUN,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2020,APR THRU JUN,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,7,
SURVEY,2020,APR THRU JUN,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,40,
SURVEY,2020,APR THRU JUN,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED, (Z),
SURVEY,2020,APR THRU JUN,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"14,500",
SURVEY,2020,APR THRU JUN,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,18,
SURVEY,2020,APR THRU JUN,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,13,
SURVEY,2020,APR THRU JUN,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,920,
SURVEY,2020,APR THRU JUN,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,APR THRU JUN,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,600",
SURVEY,2020,APR THRU JUN,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,12,
SURVEY,2020,APR THRU JUN,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,440,
SURVEY,2020,APR THRU JUN,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,6,
SURVEY,2020,APR THRU JUN,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2020,APR THRU JUN,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,APR THRU JUN,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2020,APR THRU JUN,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",TOTAL,NOT SPECIFIED,3,
