Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,JAN THRU MAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,520,
SURVEY,2020,JAN THRU MAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,210,
SURVEY,2020,JAN THRU MAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,620,
SURVEY,2020,JAN THRU MAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,700,
SURVEY,2020,JAN THRU MAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,140,
SURVEY,2020,JAN THRU MAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,640,
SURVEY,2020,JAN THRU MAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,60,
SURVEY,2020,JAN THRU MAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,380,
SURVEY,2020,JAN THRU MAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,150,
SURVEY,2020,JAN THRU MAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,400",
SURVEY,2020,JAN THRU MAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2020,JAN THRU MAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,800,
SURVEY,2020,JAN THRU MAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,160,
SURVEY,2020,JAN THRU MAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2020,JAN THRU MAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,JAN THRU MAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,60,
SURVEY,2020,JAN THRU MAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,JAN THRU MAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,940,
SURVEY,2020,JAN THRU MAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,900",
SURVEY,2020,JAN THRU MAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"11,500",
SURVEY,2020,JAN THRU MAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,900",
SURVEY,2020,JAN THRU MAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,60,
SURVEY,2020,JAN THRU MAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,950,
SURVEY,2020,JAN THRU MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,430,
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,160,
SURVEY,2020,JAN THRU MAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,100",
SURVEY,2020,JAN THRU MAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,410,
SURVEY,2020,JAN THRU MAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,200",
SURVEY,2020,JAN THRU MAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,960,
SURVEY,2020,JAN THRU MAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,60,
SURVEY,2020,JAN THRU MAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,370,
SURVEY,2020,JAN THRU MAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2020,JAN THRU MAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,200,
SURVEY,2020,JAN THRU MAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2020,JAN THRU MAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,410,
SURVEY,2020,APR THRU JUN,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,170,
SURVEY,2020,APR THRU JUN,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,900,
SURVEY,2020,APR THRU JUN,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,200",
SURVEY,2020,APR THRU JUN,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,310,
SURVEY,2020,APR THRU JUN,,STATE,CONNECTICUT,9,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"19,500",
SURVEY,2020,APR THRU JUN,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"3,300",
SURVEY,2020,APR THRU JUN,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,400",
SURVEY,2020,APR THRU JUN,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,190,
SURVEY,2020,APR THRU JUN,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,30,
SURVEY,2020,APR THRU JUN,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,440,
SURVEY,2020,APR THRU JUN,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,270,
SURVEY,2020,APR THRU JUN,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,120,
SURVEY,2020,APR THRU JUN,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,650,
SURVEY,2020,APR THRU JUN,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,MASSACHUSETTS,25,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,50,
SURVEY,2020,APR THRU JUN,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,420,
SURVEY,2020,APR THRU JUN,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,870,
SURVEY,2020,APR THRU JUN,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,260,
SURVEY,2020,APR THRU JUN,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,200,
SURVEY,2020,APR THRU JUN,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,700,
SURVEY,2020,APR THRU JUN,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,10,
SURVEY,2020,APR THRU JUN,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,20,
SURVEY,2020,APR THRU JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,290,
SURVEY,2020,APR THRU JUN,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2020,APR THRU JUN,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,130,
SURVEY,2020,APR THRU JUN,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,40,
SURVEY,2020,APR THRU JUN,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2020,APR THRU JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,140,
SURVEY,2020,APR THRU JUN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,310,
SURVEY,2020,APR THRU JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"2,800",
SURVEY,2020,APR THRU JUN,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,210,
SURVEY,2020,APR THRU JUN,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2020,APR THRU JUN,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,130,
SURVEY,2020,APR THRU JUN,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,0,
SURVEY,2020,APR THRU JUN,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,170,
SURVEY,2020,APR THRU JUN,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,370,
SURVEY,2020,APR THRU JUN,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,130,
SURVEY,2020,APR THRU JUN,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,90,
SURVEY,2020,APR THRU JUN,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES",TOTAL,NOT SPECIFIED,500,
